english,sinhala
Should we call Tom?,අපි ටොම් ලෙස හැඳින්විය යුතුද?
Should we continue?,අප ඉදිරියට යා යුතුද?
Show me everything.,මට හැම දෙයක්ම පෙන්වන්න.
Shut up and listen.,කට වහගෙන සවන් දෙන්න.
Slander is a crime.,අපහාස කිරීම අපරාධයකි.
Slip on your shoes.,ඔබේ සපත්තු මත ලිස්සා යන්න.
"Some juice, please.",කරුණාකර යුෂ ටිකක් කරුණාකර.
"Some water, please.",කරුණාකර වතුර ටිකක්.
Somebody is eating.,කවුරුහරි කනවා.
Somebody messed up.,කවුරුහරි අවුල් කළා.
Somehow I doubt it.,කෙසේ හෝ මට එය සැක කරන්න.
Someone called Tom.,කවුරුහරි ටොම් නමින් හැඳින්වේ.
Someone has to pay.,යමෙකුට ගෙවිය යුතුය.
Someone's knocking.,කවුරුහරි තට්ටු කරනවා.
Something happened.,යමක් සිදුවුණා.
Something's coming.,යමක් එනවා.
Speak for yourself.,ඔබ ගැනම කතා කරන්න.
"Stand back, please.",කරුණාකරලා ආපහු ඉන්න.
Stay away from him!,ඔහුගෙන් stay ත්ව සිටින්න!
Stay here a moment.,මොහොතකට මෙහි සිටින්න.
Stay here with Tom.,ටොම් සමඟ මෙහි රැඳී සිටින්න.
Stay off the grass.,තණකොළවලින් ඉන්න.
Stay out of my way!,මගේ මාර්ගයෙන් stay ත්ව සිටින්න!
Stay out of my way.,මගේ මාර්ගයෙන් stay ත්ව සිටින්න.
Stay where you are.,ඔබ සිටින තැන රැඳී සිටින්න.
Stop harassing Tom.,ටොම් හිරිහැර කිරීම නවත්වන්න.
Stop joking around.,විහිළු කිරීම නවත්වන්න.
Stop making a fuss.,කලබල වීම නවත්වන්න.
Stop the countdown.,ගණන් කිරීම නවත්වන්න.
Stop yelling at me.,මට කෑගැසීම නවත්වන්න.
Stop. That tickles.,නවත්වන්න.ඒ ටික්ස්.
Strive to be happy.,සතුටින් සිටීමට උත්සාහ කරන්න.
Take a deep breath.,ගැඹුරු හුස්මක් ගන්න.
Take what you need.,ඔබට කැමති දෙයක් ගන්න.
Take what you want.,ඔබට අවශ්ය දේ ගන්න.
Take your dog away.,ඔබේ බල්ලා ඉවතට ගන්න.
Tell Tom hi for me.,ටොම්ට කියන්න මට හායි.
Tell me everything.,මට හැම දේ ම කියන්න.
Tell me your names.,ඔබේ නම් මට කියන්න.
Tell us about them.,ඔවුන් ගැන අපට කියන්න.
Thank you for this.,මේ සඳහා ස්තූතියි.
"Thank you, my dear.",ඔබට ස්තුතියි හිතවත.
Thanks for calling.,ඇමතීමට ස්තූතියි.
Thanks for sharing.,බෙදාගැනීම ගැන ස්තූතියි.
That book is small.,ඒ පොත කුඩායි.
That can't be true.,එය සත්යයක් නොවේ.
That house is mine.,ඒ නිවස මගේ ය.
That is intriguing.,එය කුතුහලය දනවන ය.
That is not my pen.,එය මගේ පෑන නොවේ.
That made me laugh.,ඒකෙන් මාව හිනා වුණා.
That man ate bread.,ඒ මිනිසා පාන් කෑවා.
That might be true.,එය සත්ය විය හැකිය.
That sounds stupid.,ඒක මෝඩයි වගේ.
That surprised Tom.,එය පුදුමයට පත් කිරීම.
That tie suits you.,ඒ ටයි පටිය ඔබට ගැලපේ.
That was a mistake.,එය වැරැද්දකි.
That was my choice.,ඒක තමයි මගේ තේරීම.
That was my finger.,ඒක මගේ ඇඟිල්ල.
That was so stupid.,ඒක හරිම මෝඩයි.
That was very easy.,එය ඉතා පහසු විය.
That was very rude.,ඒක හරිම රළු.
That will be funny.,එය විහිලුවක් වනු ඇත.
That would be cool.,එය සිසිල් වනු ඇත.
That would be dumb.,එය ගොළු ය.
That's Tom's house.,ඒ ටොම්ගේ නිවස.
That's Tom's voice.,ඒ ටොම්ගේ හ..
That's Tom's watch.,ඒ ටොම්ගේ ඔරලෝසුව.
That's a good idea!,ඒක හොඳ අදහසක්!
That's a good idea.,ඒක හොඳ අදහසක්.
That's a good song.,ඒක හොඳ ගීතයක්.
That's a man's job.,ඒ මිනිසාගේ රැකියාවකි.
That's a nice coat.,ඒක ලස්සන කබායක්.
That's a total lie.,එය මුළුමනින්ම බොරුවකි.
That's all we know.,අපි දන්නේ එපමණයි.
That's fascinating.,එය සිත් ඇදගන්නා සුළු ය.
That's good advice.,ඒක හොඳ උපදහනක්.
That's hard to say.,ඒක කියන්න අමාරුයි.
That's humiliating.,එය නින්දිතයි.
That's interesting.,එය හොඳය.
That's my suitcase.,ඒක තමයි මගේ සූට්කේස් එක.
That's my umbrella.,ඒ මගේ කුඩය.
That's not allowed.,එය අවසර නැත.
That's not my name.,එය මගේ නම නොවේ.
That's not my wife.,ඒ මගේ බිරිඳ නොවේ.
That's not our job.,එය අපගේ රැකියාව නොවේ.
That's nothing new.,එය අලුත් දෙයක් නොවේ.
That's our problem.,ඒක තමයි අපේ ප්රශ්නය.
That's outstanding.,එය කැපී පෙනේ.
That's pretty lame.,ඒක හරිම කොර.
That's unimportant.,එය වැදගත් නොවේ.
That's unnecessary.,එය අනවශ්යයි.
That's what I said.,ඒකයි මම කිව්වේ.
That's what I want.,ඒක තමයි මට ඕන.
That's what I wish.,ඒක තමයි මම ප්රාර්ථනා කරන්නේ.
That's why I asked.,ඒ නිසයි මම ඇහුවා.
The alarm went off.,එලාම් පිටව ගියේය.
The answer was yes.,පිළිතුර ඔව්.
The apples are red.,ඇපල් රතු ය.
The area was quiet.,ප්රදේශය නිහ was විය.
The attempt failed.,උත්සාහය අසාර්ථක විය.
The axle is broken.,අක්ෂය කැඩී ඇත.
The baby is asleep.,දරුවා නිදාගෙන සිටී.
The baby is crying.,දරුවා අ .නවා.
The bank is closed.,බැංකුව වසා ඇත.
The books are ours.,පොත් අපේ ය.
The bottle is full.,බෝතලය පිරී ඇත.
The boy is thirsty.,පිරිමි ළමයා පිපාසයෙනි.
The bread is fresh.,පාන් නැවුම් ය.
The bus left early.,බස් රථය කලින් පිටව ගියේය.
The case is closed.,නඩුව වසා ඇත.
The cat is purring.,බළලා පවිත්ර වේ.
The chance is gone.,අවස්ථාව නැති වී ගොස් ඇත.
The child is dirty.,දරුවා අපිරිසිදු ය.
The coffee is cold.,කෝපි සීතලයි.
The crow flew away.,කකුළුවා පියාසර කළා.
The damage is done.,හානිය සිදු වේ.
The disco is empty.,ඩිස්කෝ හිස් ය.
The dog is barking.,බල්ලා බුරනවා.
The dog is panting.,බල්ලා කලබල වේ.
The dog looks sick.,බල්ලා අසනීපයි.
The door blew shut.,දොර පුපුරා ගියේය.
The door is locked.,දොර වහලා.
The doors are shut.,දොරවල් වසා ඇත.
The dress is green.,ඇඳුම කොළ පාටයි.
The flame went out.,ගිනිදැල් එළියට ගියා.
The fog has lifted.,මීදුම ඉවත් කර ඇත.
The fruit went bad.,පලතුරු නරක අතට හැරුණා.
The game is rigged.,ක්රීඩාව තද කර ඇත.
The girl is lonely.,දැරිය තනිකම.
The glass is clean.,වීදුරුව පිරිසිදුයි.
The glass is dirty.,වීදුරුව අපිරිසිදුයි.
The glass is empty.,වීදුරුව හිස් ය.
The house caved in.,නිවස තුළ ඇති නිවස.
The house is clean.,නිවස පිරිසිදුයි.
The ice has melted.,අයිස් දිය වී ඇත.
The joke is on Tom.,විහිළුව ටොම් මත ය.
